# Source:, PartitioningMethods
# RunDate:, 2026-07-26 23:36:51
# argsQC:, {'physical_bounds': True, 'despike': True, 'coord_rotation': True, 'density_correction': True, 'fluctuations': 'LD', 'filtercut': 5, 'maxGapsInterpolate': 5, 'RemainingData': 95, 'saveprocessed': True, 'time_lag_correction': True, 'max_lag_seconds': 5, 'saveplotlag': True, 'type_lag': 'both', 'UnitBorders': {'Ts': (0, 70), 'co2': (200, 1500), 'h2o': (0, 50), 'P': (60, 150)}, 'PhysicalBounds': {'u': (-20, 20), 'v': (-20, 20), 'w': (-20, 20), 'Ts': (-10, 50), 'co2': (0, 1500), 'h2o': (0, 40), 'P': (60, 150)}, 'outfolder': '../results/'}
# siteDetails:, {'hi': 2.5, 'zi': 4.0, 'freq': 20, 'length': 30, 'PreProcessing': True, 'ppath': 'C3'}

u,v,w,Ts,co2,h2o,Tair,P,u_p,v_p,w_p,co2_p,h2o_p,Ts_p,rho_moist_air,rho_dry_air,T,Tv,T_p,Tv_p,num_idx
1.2187507849973997,1.6019207758876872,-0.044129882486633895,28.47523,700.2233,12.06336,26.64981,101.0935,-0.6897306460879604,1.0493636928689352,-0.07235366247229016,-3.8041877571433003,-0.029882011303192672,-0.243621034612012,1.167813979880747,1.155750619880747,26.89452618002059,28.785171925486168,-0.2434470452759001,-0.25079431391205276,0
1.1686217117652207,1.655851928285286,0.004910248901227253,28.32825,701.3782,12.01114,26.64981,101.094,-0.7398480483010879,1.1033254565172053,-0.02331197580339977,-3.029835435960571,-0.08838454542543064,-0.3906265474270896,1.1683891041527021,1.156377964152702,26.75589030623894,28.63655582230615,-0.38211113067536573,-0.39943518624391317,1
1.18357410527733,1.6851339932110796,-0.07417404946141283,28.29309,701.5511,11.9762,26.64981,101.094,-0.7248839837699268,1.1326381326936699,-0.1023947188850106,-2.9630590473482954,-0.1250595202429701,-0.4258120602421691,1.168525383809675,1.1565491838096749,26.725645181677635,28.60043212123975,-0.4123844668544834,-0.4355836564621569,2
1.0939241908281843,1.6446271850815712,-0.06245918137532373,28.2812,701.3439,11.97793,26.64981,101.094,-0.814522227200021,1.0921619358148327,-0.09067829551789225,-3.19707787247306,-0.12375031288234023,-0.4377275730572485,1.1685714764729875,1.1565935464729875,26.713653281940424,28.588562101580294,-0.4244045782095114,-0.44747844527345393,3
1.038743762355301,1.620007383235917,-0.07240088292929117,28.26016,701.6561,11.95787,26.64981,101.094,-0.8696909846538525,1.0675727452198496,-0.10061844179083043,-2.9478275370160336,-0.14482983994220833,-0.45879308587232615,1.1686530488521836,1.1566951788521835,26.695442787719173,28.56696729652566,-0.4426432840485752,-0.469098019479933,4
1.0621195050356722,1.5046298936382916,-0.0327627068752771,28.26112,701.8567,11.94674,26.64981,101.094,-0.84630357095443,0.9522258668728952,-0.06097871045578712,-2.7524656949943824,-0.15602301320583561,-0.4578585986874053,1.1686493266705766,1.1567025866705767,26.69784169018908,28.56764515878649,-0.4402725931964824,-0.46844492637094604,5
0.9984036453827991,1.4133039403117795,-0.18828110652451688,28.22059,701.9023,11.93486,26.64981,101.094,-0.9100077595882514,0.8609305247970542,-0.21649555482399763,-2.810149421090694,-0.16959092747616455,-0.4984141115024805,1.1688064931585542,1.1568716331585542,26.659277068880954,28.526729790415516,-0.47886542612242167,-0.5093850638937631,6
1.1457345116666862,1.5337756532115523,-0.2307497270729173,28.18043,702.4683,11.89438,26.64981,101.094,-0.7626652222853127,0.9814328489474982,-0.25896262009136883,-2.3657590082699462,-0.21206252480485316,-0.538599624317559,1.1689622665690433,1.1570678865690434,26.62479891413227,28.485455703111313,-0.5133717924889218,-0.5506839203498082,7
1.1199462206723507,1.5971460731752312,-0.36349315272525795,28.18133,702.4099,11.88153,26.64981,101.094,-0.7884418422605965,1.044833880161848,-0.3917044904626802,-2.4306940127799437,-0.2249971884813553,-0.5377251371326395,1.1689587751762303,1.1570772451762303,26.627361602373753,28.486029685809058,-0.5108373158652526,-0.550134706803906,8
1.2025914727198352,1.5399788350434749,-0.4199531768436094,28.22885,702.3263,11.90214,26.64981,101.094,-0.7057849191940604,0.987697253280763,-0.4481629593000024,-2.388767755010866,-0.2022834274045442,-0.4902306499477156,1.168774459252945,1.156872319252945,26.67171023669249,28.534171522217207,-0.46651689316432865,-0.5020176395475993,9
1.094060672821041,1.3466701037064472,-0.3556893897873928,28.25217,702.9174,11.88039,26.64981,101.094,-0.8143040480738031,0.7944191331944065,-0.38389761696275654,-1.7574618256456858,-0.22334353376635796,-0.4669361627627957,1.1686840291794331,1.1568036391794332,26.697621155838476,28.556983498855118,-0.4406341856361564,-0.4792304320615308,10
