# Source:, PartitioningMethods
# RunDate:, 2026-05-25 00:05:31
# argsQC:, {'physical_bounds': True, 'despike': True, 'coord_rotation': True, 'density_correction': True, 'fluctuations': 'LD', 'filtercut': 5, 'maxGapsInterpolate': 5, 'RemainingData': 95, 'saveprocessed': True, 'time_lag_correction': True, 'max_lag_seconds': 5, 'saveplotlag': True, 'type_lag': 'both', 'outfolder': 'results/'}
# siteDetails:, {'hi': 2.5, 'zi': 4.0, 'freq': 20, 'length': 30, 'PreProcessing': True, 'ppath': 'C3'}

u,v,w,Ts,co2,h2o,Tair,P,u_p,v_p,w_p,co2_p,h2o_p,Ts_p,rho_moist_air,rho_dry_air,T,Tv,T_p,Tv_p,num_idx
0.6537675119988019,-0.4022749735459535,-0.14271281655477322,31.43327,690.4481,11.36167,30.03619,101.0663,-1.1093170006867963,-0.5157909309724195,-0.11743295726711261,2.539687622595107,-0.33759646767835527,-0.4569472306940945,1.156161291326283,1.144799621326283,29.914371317984433,31.73109327098348,-0.4101155226010178,-0.4661299185554526,0
0.6157584661284385,-0.3072008648286957,-0.1290395248463499,31.4449,690.3889,11.36462,30.03619,101.0663,-1.1473163708806504,-0.42071051563789863,-0.10376107007069324,2.508924900432339,-0.33416950993039796,-0.44533433517191057,1.156117146937069,1.144752526937069,29.925493174845144,31.742822906893196,-0.3990076810416987,-0.4544179928444194,1
0.5424410516176963,-0.42329739624571916,-0.07721640940064754,31.39314,690.1452,11.37423,30.03619,101.0661,-1.2206241097148836,-0.536800740437659,-0.05193935913699485,2.1546888418648065,-0.32654092115521444,-0.49711143964973203,1.1563113518021466,1.1449371218021467,29.872967263669523,31.691213085555034,-0.4515476075187088,-0.506045524381264,2
0.502819860563609,-0.367304805844029,-0.06145244779089129,31.43872,689.9847,11.37231,30.03619,101.0661,-1.2602356250924618,-0.4808018434187058,-0.03617680203924256,2.0961960977205027,-0.326682547207809,-0.4515485441275473,1.1561383162694616,1.1447660062694616,29.918348731377023,31.73683201345557,-0.40618015511260097,-0.4604443066794204,3
0.46676773095692764,-0.46038272385335566,-0.07868896156575078,31.55186,689.4874,11.41649,30.03619,101.0661,-1.296278079022634,-0.5738734548107693,-0.05341472032610601,1.8839627304989603,-0.2774859442299722,-0.3384256486053623,1.1557090261788046,1.1442925361788046,30.024480653125295,31.851346146445962,-0.30006224866571785,-0.34594788388771036,4
0.4032305635328875,-0.4890118502404323,0.02493871644530565,31.58784,688.9838,11.45053,30.03619,101.0661,-1.359805570770165,-0.602496274580583,0.050211553172946455,1.4842813523760778,-0.2416337591714288,-0.30246275308318005,1.1555725731188171,1.144122043118817,30.055568539822843,31.888285384348478,-0.2689883772695616,-0.3090263561838782,5
0.41603183785672837,-0.4536742901265957,0.15179115180949235,31.56104,689.0413,11.43001,30.03619,101.0661,-1.3469946207698151,-0.5671524078494834,0.1770625840251292,1.4679017385176132,-0.2634867361810476,-0.3292798575610014,1.1556742082448686,1.1442441982448686,30.031769017096906,31.86089705547124,-0.2928019152968879,-0.3364323952597985,6
0.4143354032637543,-0.462416347617051,0.18188881161046916,31.52889,689.1975,11.41832,30.03619,101.0661,-1.34868137968628,-0.5758881587226756,0.20715883931410206,1.5439240650230404,-0.2766211227228722,-0.36144696203881566,1.1557961560627665,1.1443778360627666,30.00149678441511,31.82837886580097,-0.32308816328007595,-0.3689682951287594,7
0.49053886134300795,-0.47691343108162876,0.25216063192255805,31.61529,689.067,11.44855,30.03619,101.0661,-1.2724682459305172,-0.5903789355699902,0.277429255114187,1.628847221658648,-0.24260647808564081,-0.27506406651663085,1.1554684914921591,1.1440199414921592,30.083006847569436,31.91573767694723,-0.24159211542713876,-0.2816271941811834,8
0.4334120787649367,-0.43250459491758353,0.28608967913660105,31.63951,688.7005,11.45247,30.03619,101.0661,-1.3295853528320793,-0.545963792788682,0.311356897816226,1.3198859335035316,-0.2376947304918136,-0.2508611709944475,1.155376672561567,1.143924202561567,30.106461806326536,31.94010768503398,-0.21815117197143152,-0.2572748962931186,9
0.4849037818536734,-0.3885789878074166,0.34690769527912857,31.73176,688.6443,11.46607,30.03619,101.0661,-1.2780839740668335,-0.502031879061252,0.3721735094467496,1.4814033846153212,-0.22026950093016145,-0.15862827547226743,1.1550270829434677,1.1435610129434677,30.195973548472637,32.03289459833866,-0.1286534451267194,-0.16450569318712382,10
0.4633206426668591,-0.3146212469223412,0.3471010494379409,31.88082,688.0132,11.51799,30.03619,101.0661,-1.2996574375771388,-0.42806783155891354,0.37236545909355795,1.2216166226706402,-0.16180723854236212,-0.009585379950085127,1.1544626536278217,1.1429446636278218,30.336609437586162,32.18360638478697,0.011968428685413812,-0.013811616937502436,11
0.41985225395936715,-0.2992622656323099,0.37494880768929334,32.01885,687.3498,11.54885,30.03619,101.0661,-1.3431161506081215,-0.4127025436516192,0.4002118128329064,0.8907436489886738,-0.12509108488572632,0.12842751557209908,1.1539404821149684,1.1423916321149683,30.469125026253778,32.32271764191103,0.14447000205163718,0.1252819299878709,12
0.38452214774406834,-0.3024709476995142,0.5038212606750547,32.3177,686.3709,11.60171,30.03619,101.0661,-1.3784365811469113,-0.4159049191015604,0.5290828613066638,0.6223585219562319,-0.05968851483924656,0.4272604110942808,1.1528115407798285,1.1412098307798284,30.757875202842285,32.623547999442735,0.43320616333875606,0.42609457732089595,13
0.3733234833260799,-0.42174609859793205,0.48245733759487536,32.29686,685.2729,11.63658,30.03619,101.0661,-1.3896255698883906,-0.5351737633827152,0.5077175337144805,-0.4996971943126163,-0.025270131962820533,0.40640330661646473,1.1528901946985817,1.1412536146985817,30.732583933163085,32.60358079741894,0.4079008783581628,0.4061096650984197,14
0.25008181497657095,-0.5290954908058468,0.5627197305630701,32.44145,685.8302,11.61762,30.03619,101.0661,-1.5128575625613905,-0.6425168489733669,0.5879785221706714,0.3722524146687589,-0.03869022089797232,0.5509762021386493,1.1523447069460562,1.1407270869460562,30.87823451158465,32.74796284086574,0.5535374414783405,0.5504739983465257,15
0.12858260236148228,-0.5633487238284465,0.5297510001648129,32.36728,684.9025,11.6456,30.03619,101.0661,-1.63434709949997,-0.6767637753787035,0.5550083872604101,-0.7045878452042842,-0.013374521180238432,0.47678909766083066,1.1526244600484479,1.1409788600484478,30.801077543278325,32.67437852092581,0.47636645787062193,0.47687196820791655,16
